session_id,driver_name,lap_number,time_s,distance_m,speed_kmh,rpm,throttle_percent,brake_pressure_bar,steering_angle_deg,lateral_g,longitudinal_g,gear
1,Sébastien Loeb,5,21.633281972265024,309.52234206471496,17.2,2878,18.5,0.0,-18.1,-0.09,-0.13,4
1,Sébastien Loeb,5,21.733436055469955,310.9553158705701,15.0,2939,16.0,1.6,17.7,-0.07,-0.04,4
1,Sébastien Loeb,5,21.833590138674882,312.38828967642525,15.0,2540,20.0,2.1,12.0,0.1,0.02,2
1,Sébastien Loeb,5,21.933744221879813,313.8212634822804,15.0,3044,20.0,0.0,-22.6,-0.14,-0.06,1
1,Sébastien Loeb,5,22.033898305084744,315.2542372881356,15.0,2698,43.5,0.9,-4.5,0.11,-0.14,2
1,Sébastien Loeb,5,22.134052388289675,316.68721109399075,16.0,2893,45.4,1.8,1.1,0.15,0.2,2
1,Sébastien Loeb,5,22.234206471494605,318.1201848998459,16.5,2766,18.2,1.8,20.2,0.25,0.12,3
1,Sébastien Loeb,5,22.334360554699536,319.5531587057011,15.0,2909,49.4,0.4,4.4,-0.03,0.01,3
1,Sébastien Loeb,5,22.434514637904467,320.9861325115562,19.1,2983,20.0,1.5,-21.2,0.09,0.05,4
1,Sébastien Loeb,5,22.534668721109398,322.4191063174114,15.0,2833,12.6,0.0,15.5,0.11,-0.12,4
1,Sébastien Loeb,5,22.63482280431433,323.85208012326655,15.0,2857,20.0,0.2,-11.0,0.11,-0.1,2
1,Sébastien Loeb,5,22.73497688751926,325.2850539291217,15.0,2734,20.0,0.0,-17.2,-0.14,0.18,3
1,Sébastien Loeb,5,22.83513097072419,326.7180277349769,15.0,2805,20.0,0.0,-19.9,-0.13,-0.17,2
1,Sébastien Loeb,5,22.93528505392912,328.15100154083206,15.0,2658,20.0,0.1,-41.1,-0.18,-0.03,1
1,Sébastien Loeb,5,23.035439137134052,329.5839753466872,15.0,2747,20.0,0.7,-20.1,-0.09,0.01,3
1,Sébastien Loeb,5,23.135593220338983,331.0169491525424,15.0,2954,40.4,2.3,-12.7,0.06,0.17,1
1,Sébastien Loeb,5,23.235747303543913,332.4499229583975,15.1,2852,20.0,0.5,-27.6,-0.16,0.09,3
1,Sébastien Loeb,5,23.335901386748844,333.8828967642527,15.0,2785,19.8,1.3,-17.2,0.03,-0.17,2
1,Sébastien Loeb,5,23.436055469953775,335.31587057010785,15.0,2708,40.3,1.3,-38.2,-0.12,0.0,3
1,Sébastien Loeb,5,23.536209553158706,336.748844375963,15.1,2798,43.7,5.4,-29.0,-0.17,0.02,3
1,Sébastien Loeb,5,23.636363636363637,338.1818181818182,16.0,2905,48.4,0.0,-23.8,-0.05,0.02,2
1,Sébastien Loeb,5,23.736517719568567,339.61479198767336,17.4,2940,42.4,0.0,-27.4,-0.18,0.07,4
1,Sébastien Loeb,5,23.8366718027735,341.0477657935285,16.7,2814,15.7,2.9,-56.0,-0.04,-0.19,2
1,Sébastien Loeb,5,23.93682588597843,342.48073959938364,15.0,2878,16.9,0.0,-40.1,-0.47,-0.07,3
1,Sébastien Loeb,5,24.03697996918336,343.9137134052388,15.0,2683,44.2,1.8,-10.0,0.02,0.07,3
1,Sébastien Loeb,5,24.13713405238829,345.346687211094,16.2,2971,20.0,0.5,-44.2,-0.4,0.07,3
1,Sébastien Loeb,5,24.23728813559322,346.77966101694915,15.0,2715,17.9,4.2,-38.2,-0.21,-0.01,4
1,Sébastien Loeb,5,24.337442218798152,348.2126348228043,15.0,2951,57.1,0.0,-41.4,-0.22,0.06,2
1,Sébastien Loeb,5,24.43759630200308,349.6456086286595,19.7,3088,20.0,2.4,-18.2,0.06,-0.01,3
1,Sébastien Loeb,5,24.53775038520801,351.07858243451466,15.0,2896,11.5,3.5,-23.9,-0.19,-0.01,3
1,Sébastien Loeb,5,24.63790446841294,352.51155624036977,15.0,2986,60.2,0.0,-32.8,-0.03,0.11,4
1,Sébastien Loeb,5,24.738058551617872,353.94453004622494,20.6,3596,82.1,1.6,-61.1,-0.42,0.11,2
1,Sébastien Loeb,5,24.838212634822803,355.3775038520801,26.7,3478,48.7,0.0,-42.7,-0.08,-0.08,3
1,Sébastien Loeb,5,24.938366718027734,356.8104776579353,23.0,3246,17.0,0.1,-41.1,-0.25,-0.18,3
1,Sébastien Loeb,5,25.038520801232664,358.24345146379045,25.1,3225,54.1,0.0,-61.7,-0.3,0.22,2
1,Sébastien Loeb,5,25.138674884437595,359.6764252696456,26.9,3326,16.4,0.0,-65.8,-0.36,0.04,3
1,Sébastien Loeb,5,25.238828967642526,361.1093990755008,23.1,3321,16.8,0.8,-28.7,-0.02,-0.04,2
1,Sébastien Loeb,5,25.338983050847457,362.5423728813559,25.2,3495,58.0,0.3,-60.3,-0.19,0.05,3
1,Sébastien Loeb,5,25.439137134052388,363.9753466872111,28.0,3657,10.9,3.0,-33.1,-0.12,-0.15,4
1,Sébastien Loeb,5,25.53929121725732,365.40832049306624,20.1,3236,11.6,1.2,-43.9,-0.33,0.02,3
1,Sébastien Loeb,5,25.63944530046225,366.8412942989214,23.4,3410,51.2,4.6,-54.2,-0.34,0.25,3
1,Sébastien Loeb,5,25.73959938366718,368.2742681047766,23.2,3178,44.5,0.2,-55.0,-0.38,-0.04,3
1,Sébastien Loeb,5,25.83975346687211,369.70724191063175,24.6,3305,46.2,0.0,-84.3,-0.65,0.15,1
1,Sébastien Loeb,5,25.93990755007704,371.1402157164869,24.9,3205,16.9,0.0,-61.6,-0.18,-0.03,2
1,Sébastien Loeb,5,26.040061633281972,372.57318952234203,22.9,3060,17.8,0.0,-44.9,-0.26,-0.04,3
1,Sébastien Loeb,5,26.140215716486903,374.0061633281972,23.7,3041,42.1,0.0,-57.4,-0.32,0.16,2
1,Sébastien Loeb,5,26.240369799691834,375.4391371340524,23.5,3106,42.2,0.0,-66.7,-0.18,0.01,2
1,Sébastien Loeb,5,26.340523882896765,376.87211093990754,24.3,3442,47.1,0.0,-44.7,-0.27,0.07,3
1,Sébastien Loeb,5,26.440677966101696,378.3050847457627,25.4,3207,49.1,0.9,-74.6,-0.46,0.07,2
1,Sébastien Loeb,5,26.540832049306626,379.7380585516179,26.8,3371,46.0,0.0,-82.5,-0.43,-0.13,2
1,Sébastien Loeb,5,26.640986132511557,381.17103235747305,27.1,3568,74.2,0.0,-72.2,-0.47,0.2,3
1,Sébastien Loeb,5,26.741140215716488,382.60400616332817,36.3,3976,62.1,0.0,-64.4,-0.29,0.06,2
1,Sébastien Loeb,5,26.84129429892142,384.03697996918334,33.3,3727,17.6,0.0,-103.0,-0.55,-0.17,4
1,Sébastien Loeb,5,26.941448382126346,385.4699537750385,35.0,3914,63.4,0.0,-74.2,-0.42,0.07,4
1,Sébastien Loeb,5,27.041602465331277,386.9029275808937,39.7,4170,47.3,2.2,-67.6,-0.4,-0.02,3
1,Sébastien Loeb,5,27.141756548536208,388.33590138674884,37.0,4208,9.9,15.2,-85.1,-0.44,-0.0,2
1,Sébastien Loeb,5,27.24191063174114,389.768875192604,34.1,3522,44.1,1.0,-65.7,-0.32,-0.09,3
1,Sébastien Loeb,5,27.34206471494607,391.2018489984592,38.2,3844,40.4,5.5,-74.0,-0.42,-0.08,4
1,Sébastien Loeb,5,27.442218798151,392.6348228043143,34.2,3879,11.9,0.8,-52.7,-0.3,-0.06,3
1,Sébastien Loeb,5,27.54237288135593,394.06779661016947,33.7,3924,52.8,0.0,-97.3,-0.49,-0.07,2
1,Sébastien Loeb,5,27.64252696456086,395.50077041602464,37.8,3890,17.7,0.0,-74.7,-0.39,-0.09,3
1,Sébastien Loeb,5,27.742681047765792,396.9337442218798,32.4,3855,8.1,17.9,-103.6,-0.52,-0.29,4
1,Sébastien Loeb,5,27.842835130970723,398.366718027735,31.2,3605,56.2,0.0,-113.8,-0.64,0.17,3
1,Sébastien Loeb,5,27.942989214175654,399.79969183359015,36.9,3831,54.0,0.5,-121.2,-0.51,0.04,3
1,Sébastien Loeb,5,28.043143297380585,401.2326656394453,35.1,3956,17.1,0.2,-83.7,-0.41,-0.03,3
1,Sébastien Loeb,5,28.143297380585516,402.6656394453004,35.3,3608,18.6,0.0,-90.1,-0.5,0.08,3
1,Sébastien Loeb,5,28.243451463790446,404.0986132511556,34.3,3973,18.7,0.0,-101.1,-0.47,-0.09,1
1,Sébastien Loeb,5,28.343605546995377,405.53158705701077,34.5,3806,19.7,2.2,-121.6,-0.62,-0.03,3
1,Sébastien Loeb,5,28.443759630200308,406.96456086286594,34.1,3800,18.6,0.0,-106.4,-0.71,-0.12,1
1,Sébastien Loeb,5,28.54391371340524,408.3975346687211,33.7,3750,40.5,0.0,-97.0,-0.45,-0.1,3
1,Sébastien Loeb,5,28.64406779661017,409.8305084745763,34.2,3702,41.5,0.0,-86.2,-0.53,-0.08,2
1,Sébastien Loeb,5,28.7442218798151,411.26348228043145,34.2,3780,18.4,0.0,-99.3,-0.4,-0.07,3
1,Sébastien Loeb,5,28.84437596302003,412.6964560862866,33.3,3658,19.5,1.7,-96.2,-0.51,-0.04,2
1,Sébastien Loeb,5,28.944530046224962,414.12942989214173,33.9,3871,14.0,0.0,-106.6,-0.45,-0.03,3
1,Sébastien Loeb,5,29.044684129429893,415.5624036979969,30.0,3585,48.9,1.5,-75.6,-0.44,-0.04,3
1,Sébastien Loeb,5,29.144838212634824,416.99537750385207,36.4,3932,60.8,3.1,-118.0,-0.58,0.14,2
1,Sébastien Loeb,5,29.244992295839754,418.42835130970724,35.8,3757,17.2,1.8,-114.1,-0.45,0.02,2
1,Sébastien Loeb,5,29.345146379044685,419.8613251155624,34.8,3654,19.4,0.0,-111.9,-0.59,-0.05,2
1,Sébastien Loeb,5,29.445300462249616,421.2942989214176,35.5,3897,42.6,0.3,-97.2,-0.55,-0.07,4
1,Sébastien Loeb,5,29.545454545454543,422.72727272727275,35.5,3785,16.5,0.0,-121.7,-0.54,-0.03,3
1,Sébastien Loeb,5,29.645608628659474,424.16024653312786,33.6,3544,17.1,0.0,-104.9,-0.46,-0.05,3
1,Sébastien Loeb,5,29.745762711864405,425.59322033898303,33.9,3827,49.0,0.7,-105.2,-0.58,0.07,2
1,Sébastien Loeb,5,29.845916795069336,427.0261941448382,36.1,4008,45.3,0.0,-118.9,-0.79,0.18,3
1,Sébastien Loeb,5,29.946070878274266,428.45916795069337,35.4,3957,50.9,0.0,-104.2,-0.58,0.06,4
1,Sébastien Loeb,5,30.046224961479197,429.89214175654854,39.1,3996,50.2,0.0,-125.0,-0.56,-0.01,4
1,Sébastien Loeb,5,30.146379044684128,431.3251155624037,38.2,3833,16.0,0.0,-127.3,-0.71,-0.13,3
1,Sébastien Loeb,5,30.24653312788906,432.7580893682589,36.9,4001,11.4,3.0,-109.7,-0.55,-0.17,1
1,Sébastien Loeb,5,30.34668721109399,434.191063174114,33.5,3766,14.6,0.0,-136.8,-0.75,-0.2,2
1,Sébastien Loeb,5,30.44684129429892,435.62403697996916,33.9,3614,19.1,1.0,-144.6,-0.92,0.08,1
1,Sébastien Loeb,5,30.54699537750385,437.05701078582433,33.0,3766,46.1,0.0,-105.1,-0.59,-0.19,2
1,Sébastien Loeb,5,30.647149460708782,438.4899845916795,35.6,4088,13.7,2.5,-97.9,-0.42,-0.02,2
1,Sébastien Loeb,5,30.747303543913713,439.92295839753467,29.5,3551,17.3,2.3,-121.2,-0.84,-0.11,2
1,Sébastien Loeb,5,30.847457627118644,441.35593220338984,34.1,3895,57.5,2.4,-124.7,-0.6,0.04,2
1,Sébastien Loeb,5,30.947611710323574,442.788906009245,34.4,3702,16.2,0.0,-100.1,-0.62,-0.13,4
1,Sébastien Loeb,5,31.047765793528505,444.2218798151001,32.0,3817,48.0,0.4,-132.8,-0.6,0.19,3
1,Sébastien Loeb,5,31.147919876733436,445.6548536209553,36.6,3850,42.8,1.5,-136.5,-0.61,0.02,4
1,Sébastien Loeb,5,31.248073959938367,447.08782742681046,32.7,3616,18.1,0.8,-105.9,-0.55,0.06,3
1,Sébastien Loeb,5,31.348228043143298,448.52080123266563,35.5,4066,68.2,1.3,-116.8,-0.6,0.27,2
1,Sébastien Loeb,5,31.44838212634823,449.9537750385208,40.6,4211,13.2,0.1,-101.3,-0.59,-0.05,3
1,Sébastien Loeb,5,31.54853620955316,451.386748844376,31.8,3814,9.4,15.8,-149.7,-0.88,-0.23,2
1,Sébastien Loeb,5,31.64869029275809,452.81972265023114,34.7,3942,48.7,0.0,-139.0,-0.53,0.02,3
1,Sébastien Loeb,5,31.74884437596302,454.25269645608626,34.2,3780,18.4,0.0,-118.1,-0.68,-0.09,2
1,Sébastien Loeb,5,31.84899845916795,455.6856702619414,33.8,3937,6.2,20.7,-112.3,-0.4,-0.19,4
1,Sébastien Loeb,5,31.949152542372882,457.1186440677966,26.5,3603,8.1,17.8,-106.1,-0.62,-0.13,2
1,Sébastien Loeb,5,32.04930662557781,458.55161787365176,27.2,3411,40.1,0.0,-116.4,-0.53,-0.01,2
1,Sébastien Loeb,5,32.14946070878274,459.98459167950693,26.5,3329,13.4,1.5,-116.8,-0.7,-0.03,4
1,Sébastien Loeb,5,32.249614791987675,461.4175654853621,23.6,3412,52.0,1.7,-125.3,-0.57,0.12,1
1,Sébastien Loeb,5,32.3497688751926,462.8505392912173,29.9,3539,16.2,2.6,-95.7,-0.51,-0.05,3
1,Sébastien Loeb,5,32.449922958397536,464.2835130970724,21.5,3295,7.5,18.7,-136.3,-0.71,-0.09,3
1,Sébastien Loeb,5,32.550077041602464,465.71648690292756,22.9,3362,54.0,1.7,-114.4,-0.51,0.02,4
1,Sébastien Loeb,5,32.6502311248074,467.1494607087827,25.3,3422,48.1,3.7,-134.7,-0.72,0.17,4
1,Sébastien Loeb,5,32.750385208012325,468.5824345146379,25.2,3212,42.3,0.0,-111.9,-0.7,-0.04,4
1,Sébastien Loeb,5,32.85053929121726,470.01540832049307,26.0,3486,50.7,0.0,-135.5,-0.6,0.17,1
1,Sébastien Loeb,5,32.95069337442219,471.44838212634824,28.2,3396,17.8,0.0,-108.8,-0.66,-0.17,4
1,Sébastien Loeb,5,33.05084745762712,472.8813559322034,24.8,3526,14.7,0.0,-118.3,-0.54,-0.09,3
1,Sébastien Loeb,5,33.15100154083205,474.3143297380585,25.2,3213,18.3,2.9,-93.8,-0.37,-0.05,3
1,Sébastien Loeb,5,33.25115562403698,475.7473035439137,23.8,3249,43.4,1.1,-124.1,-0.66,0.05,2
1,Sébastien Loeb,5,33.35130970724191,477.18027734976886,26.2,3251,42.0,1.0,-113.4,-0.45,0.1,3
1,Sébastien Loeb,5,33.45146379044684,478.613251155624,24.4,3506,16.7,0.0,-131.4,-0.61,-0.16,4
1,Sébastien Loeb,5,33.55161787365177,480.0462249614792,24.4,3156,46.2,0.0,-123.9,-0.69,-0.08,4
1,Sébastien Loeb,5,33.6517719568567,481.47919876733437,26.1,3454,49.7,0.0,-117.8,-0.45,-0.09,3
1,Sébastien Loeb,5,33.75192604006163,482.91217257318954,27.1,3478,10.1,2.3,-142.1,-0.82,0.03,1
1,Sébastien Loeb,5,33.85208012326656,484.34514637904465,20.6,3402,0.0,30.6,-140.2,-0.74,-0.18,2
1,Sébastien Loeb,5,33.952234206471495,485.7781201848998,15.7,3032,9.9,15.1,-109.7,-0.57,-0.21,4
1,Sébastien Loeb,5,34.05238828967642,487.211093990755,15.0,2915,44.2,0.0,-120.7,-0.54,-0.02,3
1,Sébastien Loeb,5,34.152542372881356,488.64406779661016,16.9,3007,20.0,3.0,-127.1,-0.52,0.12,3
1,Sébastien Loeb,5,34.252696456086284,490.07704160246533,15.0,2622,42.5,0.0,-128.9,-0.54,-0.01,1
1,Sébastien Loeb,5,34.35285053929122,491.5100154083205,17.6,2907,20.0,0.0,-128.0,-0.62,-0.03,3
1,Sébastien Loeb,5,34.453004622496145,492.94298921417567,15.0,2990,15.3,0.0,-115.5,-0.61,-0.13,3
1,Sébastien Loeb,5,34.55315870570108,494.3759630200308,15.0,2657,47.6,0.0,-110.1,-0.73,-0.06,4
1,Sébastien Loeb,5,34.65331278890601,495.80893682588595,17.1,2887,20.0,0.1,-147.8,-0.87,0.12,3
1,Sébastien Loeb,5,34.75346687211094,497.2419106317411,15.0,2826,16.2,0.0,-94.8,-0.3,0.13,2
1,Sébastien Loeb,5,34.85362095531587,498.6748844375963,15.0,2793,40.1,0.0,-95.4,-0.66,-0.1,3
1,Sébastien Loeb,5,34.9537750385208,500.10785824345146,15.0,2674,20.0,2.4,-150.0,-0.83,0.14,1
1,Sébastien Loeb,5,35.05392912172573,501.54083204930663,15.0,2665,45.8,0.0,-98.2,-0.38,-0.02,4
1,Sébastien Loeb,5,35.154083204930664,502.9738058551618,16.6,2705,46.4,0.0,-98.2,-0.47,0.09,2
1,Sébastien Loeb,5,35.25423728813559,504.4067796610169,16.8,2989,17.4,2.2,-113.5,-0.47,0.11,3
1,Sébastien Loeb,5,35.354391371340526,505.8397534668721,15.2,2934,16.8,0.0,-132.3,-0.61,-0.05,2
1,Sébastien Loeb,5,35.45454545454545,507.27272727272725,15.0,2794,41.4,0.0,-97.1,-0.34,-0.03,3
1,Sébastien Loeb,5,35.55469953775039,508.7057010785824,15.6,2737,41.2,2.5,-115.3,-0.55,0.09,3
1,Sébastien Loeb,5,35.654853620955315,510.1386748844376,15.3,2625,42.0,3.8,-102.8,-0.45,-0.1,3
1,Sébastien Loeb,5,35.75500770416025,511.57164869029276,16.1,2875,19.4,0.0,-77.1,-0.46,0.11,2
1,Sébastien Loeb,5,35.85516178736518,513.0046224961479,15.0,2681,18.0,0.0,-105.9,-0.47,-0.01,2
1,Sébastien Loeb,5,35.955315870570104,514.437596302003,15.0,2716,43.7,0.0,-122.7,-0.65,-0.04,2
1,Sébastien Loeb,5,36.05546995377504,515.8705701078583,16.0,2832,49.0,0.0,-113.3,-0.61,-0.01,3
1,Sébastien Loeb,5,36.155624036979965,517.3035439137134,17.5,2888,43.3,0.0,-119.3,-0.51,-0.12,1
1,Sébastien Loeb,5,36.2557781201849,518.7365177195686,16.9,2855,15.8,0.0,-100.2,-0.41,-0.1,3
1,Sébastien Loeb,5,36.35593220338983,520.1694915254237,15.2,2831,16.5,0.8,-118.0,-0.42,-0.06,4
1,Sébastien Loeb,5,36.45608628659476,521.6024653312788,15.0,2711,42.3,0.0,-112.2,-0.4,-0.09,4
1,Sébastien Loeb,5,36.55624036979969,523.0354391371341,15.8,2861,20.0,0.0,-123.5,-0.53,-0.0,3
1,Sébastien Loeb,5,36.65639445300462,524.4684129429892,15.0,2882,18.5,0.0,-105.4,-0.7,0.03,3
1,Sébastien Loeb,5,36.75654853620955,525.9013867488444,15.0,2870,50.9,0.0,-99.9,-0.32,0.03,1
1,Sébastien Loeb,5,36.856702619414484,527.3343605546995,18.0,2976,42.9,0.0,-141.9,-0.62,0.08,3
1,Sébastien Loeb,5,36.95685670261941,528.7673343605547,15.8,3111,14.6,0.5,-96.8,-0.56,-0.14,4
1,Sébastien Loeb,5,37.057010785824346,530.2003081664099,15.0,2663,43.1,0.5,-100.4,-0.43,0.12,2
1,Sébastien Loeb,5,37.15716486902927,531.633281972265,16.7,2802,49.3,1.8,-110.2,-0.65,0.06,3
1,Sébastien Loeb,5,37.25731895223421,533.0662557781202,17.6,3008,17.0,0.0,-67.4,-0.27,0.12,4
1,Sébastien Loeb,5,37.357473035439135,534.4992295839753,15.0,3037,15.4,0.0,-82.4,-0.54,0.19,4
1,Sébastien Loeb,5,37.45762711864407,535.9322033898305,15.0,2724,20.0,1.1,-112.2,-0.64,-0.05,2
1,Sébastien Loeb,5,37.557781201849,537.3651771956856,15.0,2992,46.9,0.0,-82.1,-0.34,-0.01,3
1,Sébastien Loeb,5,37.65793528505393,538.7981510015409,16.9,2926,47.0,0.4,-75.0,-0.27,0.01,2
1,Sébastien Loeb,5,37.75808936825886,540.231124807396,16.9,3170,79.0,0.0,-90.6,-0.42,0.26,2
1,Sébastien Loeb,5,37.85824345146379,541.6640986132511,27.8,3652,76.3,3.1,-86.0,-0.46,0.32,4
1,Sébastien Loeb,5,37.95839753466872,543.0970724191063,27.0,3631,9.1,16.3,-85.3,-0.64,-0.18,4
1,Sébastien Loeb,5,38.058551617873654,544.5300462249614,21.7,3048,17.4,0.0,-120.5,-0.62,0.01,3
1,Sébastien Loeb,5,38.15870570107858,545.9630200308167,25.6,3328,44.1,2.5,-90.8,-0.4,0.01,1
1,Sébastien Loeb,5,38.258859784283516,547.3959938366718,22.9,3360,17.1,0.0,-90.4,-0.48,0.03,4
1,Sébastien Loeb,5,38.35901386748844,548.828967642527,24.0,3257,48.8,0.0,-64.2,-0.32,0.2,3
1,Sébastien Loeb,5,38.45916795069337,550.2619414483821,25.3,3496,49.7,0.0,-79.4,-0.42,0.03,2
1,Sébastien Loeb,5,38.559322033898304,551.6949152542372,26.7,3289,16.2,0.0,-87.7,-0.47,-0.21,3
1,Sébastien Loeb,5,38.65947611710323,553.1278890600925,23.2,3335,8.6,17.1,-83.3,-0.41,-0.04,1
1,Sébastien Loeb,5,38.759630200308166,554.5608628659476,20.4,2954,47.7,1.0,-65.3,-0.35,-0.04,3
1,Sébastien Loeb,5,38.85978428351309,555.9938366718028,25.4,3633,75.8,1.9,-82.2,-0.27,0.17,3
1,Sébastien Loeb,5,38.95993836671803,557.4268104776579,30.3,3620,18.6,0.0,-88.6,-0.66,0.06,2
1,Sébastien Loeb,5,39.060092449922955,558.8597842835131,24.6,3424,10.7,0.0,-80.9,-0.46,-0.07,2
1,Sébastien Loeb,5,39.16024653312789,560.2927580893682,25.1,3520,54.3,0.0,-61.4,-0.39,0.06,2
1,Sébastien Loeb,5,39.26040061633282,561.7257318952234,28.6,3392,43.9,0.0,-66.7,-0.31,-0.04,1
1,Sébastien Loeb,5,39.36055469953775,563.1587057010786,26.2,3444,14.4,4.7,-72.1,-0.35,-0.35,3
1,Sébastien Loeb,5,39.46070878274268,564.5916795069337,25.4,3230,19.5,0.6,-68.5,-0.18,0.06,4
1,Sébastien Loeb,5,39.56086286594761,566.0246533127889,25.9,3333,40.2,1.8,-78.4,-0.2,-0.02,1
1,Sébastien Loeb,5,39.66101694915254,567.457627118644,25.5,3572,64.6,3.9,-71.5,-0.43,0.28,1
1,Sébastien Loeb,5,39.761171032357474,568.8906009244993,32.7,3940,64.5,2.3,-77.1,-0.39,0.16,3
1,Sébastien Loeb,5,39.8613251155624,570.3235747303544,32.3,3727,61.8,0.0,-70.2,-0.33,0.06,4
1,Sébastien Loeb,5,39.961479198767336,571.7565485362095,38.8,3960,51.0,0.0,-44.1,-0.3,0.16,2
1,Sébastien Loeb,5,40.06163328197226,573.1895223420647,35.4,3827,13.6,0.0,-79.0,-0.33,0.05,2
1,Sébastien Loeb,5,40.1617873651772,574.6224961479198,35.2,3756,19.0,0.0,-71.7,-0.38,-0.03,3
1,Sébastien Loeb,5,40.261941448382125,576.0554699537751,34.8,3799,44.9,0.0,-78.7,-0.5,0.14,2
1,Sébastien Loeb,5,40.36209553158706,577.4884437596302,36.6,4088,58.9,0.5,-80.5,-0.43,0.04,1
1,Sébastien Loeb,5,40.462249614791986,578.9214175654854,40.1,3938,19.1,0.5,-59.7,-0.4,0.01,3
1,Sébastien Loeb,5,40.56240369799692,580.3543913713405,36.0,3867,8.7,16.9,-64.6,-0.22,-0.06,3
1,Sébastien Loeb,5,40.66255778120185,581.7873651771956,33.8,3954,17.6,0.0,-27.4,0.05,0.05,3
1,Sébastien Loeb,5,40.76271186440678,583.2203389830509,34.7,3743,51.9,0.6,-56.5,-0.26,0.12,3
1,Sébastien Loeb,5,40.86286594761171,584.653312788906,37.1,3973,18.4,0.0,-31.4,-0.15,-0.05,3
1,Sébastien Loeb,5,40.963020030816644,586.0862865947612,33.8,3711,19.2,1.7,-34.7,-0.16,0.1,2
1,Sébastien Loeb,5,41.06317411402157,587.5192604006163,36.7,3985,13.7,0.0,-50.7,-0.14,-0.08,2
1,Sébastien Loeb,5,41.1633281972265,588.9522342064715,30.4,3596,16.1,0.0,-14.4,0.04,-0.1,2
1,Sébastien Loeb,5,41.26348228043143,590.3852080123266,34.5,3901,61.2,0.0,-40.4,-0.21,0.05,2
1,Sébastien Loeb,5,41.36363636363636,591.8181818181818,36.3,3967,50.8,0.8,-20.1,-0.08,0.25,3
1,Sébastien Loeb,5,41.463790446841294,593.251155624037,37.5,3937,14.8,0.5,-20.3,-0.04,-0.13,4
1,Sébastien Loeb,5,41.56394453004622,594.6841294298921,33.4,3984,10.0,2.1,-33.4,-0.28,0.03,4
1,Sébastien Loeb,5,41.664098613251156,596.1171032357473,32.0,3697,44.0,0.0,-26.7,-0.01,-0.09,3
1,Sébastien Loeb,5,41.76425269645608,597.5500770416024,34.5,3811,42.7,0.0,-27.0,0.04,0.06,2
1,Sébastien Loeb,5,41.86440677966102,598.9830508474577,32.7,3595,40.8,1.3,-51.9,-0.14,0.03,2
1,Sébastien Loeb,5,41.964560862865945,600.4160246533128,34.7,3792,48.1,0.0,-32.2,-0.29,0.2,4
1,Sébastien Loeb,5,42.06471494607088,601.8489984591679,35.0,3715,15.8,0.5,-15.3,-0.27,-0.11,3
1,Sébastien Loeb,5,42.164869029275806,603.2819722650231,32.4,3641,45.8,0.0,-6.8,0.04,-0.06,3
1,Sébastien Loeb,5,42.26502311248074,604.7149460708782,36.6,3810,48.4,5.4,-38.9,-0.27,0.03,3
1,Sébastien Loeb,5,42.36517719568567,606.1479198767335,34.7,3885,42.0,0.0,-18.5,-0.06,0.18,3
1,Sébastien Loeb,5,42.4653312788906,607.5808936825886,37.2,3985,13.9,2.4,-22.4,0.04,-0.15,4
1,Sébastien Loeb,5,42.56548536209553,609.0138674884438,31.3,3734,12.4,0.0,-24.8,-0.19,-0.34,1
1,Sébastien Loeb,5,42.665639445300464,610.4468412942989,33.0,3796,57.0,0.8,-16.0,-0.12,0.09,3
1,Sébastien Loeb,5,42.76579352850539,611.879815100154,36.0,3837,41.6,3.0,-16.4,-0.05,0.1,4
1,Sébastien Loeb,5,42.865947611710325,613.3127889060092,33.4,3966,17.5,2.3,-9.8,-0.18,-0.13,2
1,Sébastien Loeb,5,42.96610169491525,614.7457627118644,34.7,3761,45.8,0.0,5.4,-0.05,0.11,3
